SeriousDlqin2yrs,age,NumberOfTime30-59DaysPastDueNotWorse,MonthlyIncome,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,41,0,9349.0,3,0,1.0
0,42,0,6000.0,0,0,3.0
0,55,0,6000.0,2,0,0.0
0,33,0,6250.0,1,0,0.0
0,42,0,7500.0,2,0,3.0
0,62,0,3228.0,1,0,0.0
0,38,1,12000.0,5,0,0.0
0,54,0,9500.0,1,0,2.0
0,36,0,4500.0,1,0,4.0
0,63,0,6250.0,5,0,2.0
1,43,2,4933.0,0,0,3.0
0,73,0,2600.0,1,0,0.0
1,52,0,3116.0,2,0,0.0
0,79,0,4000.0,0,0,1.0
0,55,0,40000.0,3,0,4.0
1,52,0,8223.0,1,0,0.0
0,65,0,11184.0,0,0,1.0
0,42,0,6666.0,1,0,1.0
0,39,0,1333.0,0,1,1.0
0,61,0,800.0,1,0,0.0
0,30,0,3000.0,0,0,0.0
0,38,0,4115.0,1,0,2.0
0,52,2,3500.0,1,0,0.0
0,40,0,6208.0,2,2,3.0
0,46,0,3250.0,1,0,0.0
0,72,1,3750.0,1,0,0.0
0,92,0,3500.0,0,1,0.0
0,54,0,16000.0,2,0,3.0
0,24,0,2000.0,0,0,2.0
0,76,0,4300.0,0,0,0.0
0,62,1,5830.0,1,0,1.0
0,60,0,4761.0,0,0,2.0
0,51,0,4319.0,1,0,2.0
1,59,1,2960.0,1,2,0.0
0,58,0,7500.0,2,0,1.0
0,62,0,4330.0,1,0,1.0
0,64,0,4749.0,2,0,0.0
0,26,0,3700.0,0,0,0.0
0,57,0,5347.0,2,0,0.0
1,33,0,1160.0,0,0,4.0
0,53,1,4900.0,1,0,2.0
0,62,0,4585.0,1,0,2.0
0,44,0,6000.0,1,0,2.0
0,61,0,8333.0,0,0,0.0
0,66,0,7325.0,1,0,1.0
0,48,1,5833.0,0,0,3.0
0,82,0,500.0,0,0,0.0
0,71,0,6250.0,2,0,0.0
0,63,0,4900.0,0,0,0.0
0,67,0,0.0,0,0,0.0
0,55,0,0.0,5,0,3.0
0,57,0,3900.0,0,0,4.0
0,57,0,2500.0,0,0,0.0
0,52,0,9866.0,0,0,0.0
0,59,0,6165.0,1,0,0.0
0,60,0,1500.0,0,0,0.0
0,45,1,4700.0,1,0,1.0
0,54,0,10833.0,2,0,2.0
0,25,0,900.0,0,0,0.0
0,43,0,2641.0,1,0,1.0
0,58,1,8354.0,0,0,0.0
0,72,0,5722.0,0,0,0.0
0,34,0,3646.0,1,0,0.0
0,67,1,7116.0,1,0,0.0
0,44,0,6000.0,1,0,1.0
0,37,0,3300.0,2,0,2.0
0,50,0,8000.0,2,0,1.0
0,35,0,8666.0,1,0,3.0
0,31,0,3300.0,1,0,0.0
0,57,0,5120.0,2,0,1.0
1,55,1,1800.0,1,0,0.0
0,53,0,3533.0,1,0,2.0
0,52,0,10500.0,2,0,0.0
0,23,0,3649.0,0,0,0.0
0,51,0,3400.0,2,0,0.0
0,82,0,1900.0,0,0,0.0
0,48,2,2500.0,1,0,2.0
1,40,0,1240.0,0,0,0.0
0,55,0,11591.0,2,0,1.0
0,65,0,2000.0,0,0,0.0
0,75,0,10788.0,2,0,0.0
0,78,0,4000.0,1,0,0.0
0,41,0,25500.0,2,0,2.0
1,47,1,6498.0,1,0,6.0
0,70,1,13025.0,2,0,0.0
0,38,0,2000.0,0,0,1.0
0,41,0,3300.0,1,0,0.0
0,30,0,7500.0,1,0,0.0
0,44,0,7420.0,1,0,0.0
0,32,0,4450.0,0,0,2.0
0,26,0,4000.0,0,0,1.0
0,58,2,10416.0,1,0,2.0
0,45,1,9324.0,0,0,1.0
1,59,3,6000.0,2,0,0.0
0,57,0,8961.0,1,0,0.0
0,37,0,10050.0,1,0,3.0
0,55,0,3401.0,1,0,0.0
0,62,0,1416.0,0,0,0.0
0,64,0,7083.0,4,0,0.0
0,51,0,3800.0,1,0,0.0
0,62,0,6000.0,1,0,0.0
0,45,0,3040.0,2,0,2.0
0,54,2,5640.0,2,0,1.0
0,64,0,2842.0,2,0,0.0
0,71,0,10500.0,0,0,0.0
0,53,0,17500.0,5,0,2.0
0,48,0,11275.0,1,0,5.0
1,51,4,5416.0,2,0,2.0
0,53,0,5150.0,1,0,2.0
0,77,0,5416.0,2,0,0.0
0,24,0,2417.0,0,0,0.0
0,59,1,45000.0,4,0,3.0
0,36,0,19950.0,2,0,1.0
0,35,0,20000.0,1,0,1.0
0,50,0,9700.0,2,0,2.0
0,59,2,8520.0,2,0,0.0
0,48,0,10000.0,0,0,1.0
0,73,0,4000.0,0,0,1.0
0,57,0,9455.0,1,0,0.0
0,40,0,7326.0,2,0,1.0
0,50,1,9833.0,2,0,4.0
0,44,0,13166.0,1,0,2.0
0,34,0,7750.0,2,0,0.0
0,54,1,9900.0,1,0,2.0
0,37,0,1500.0,0,0,0.0
1,37,0,4200.0,0,0,0.0
0,62,0,5394.0,0,0,0.0
0,59,0,6000.0,0,0,0.0
0,41,0,2400.0,0,0,2.0
0,33,0,11667.0,1,0,0.0
0,54,0,4583.0,2,0,1.0
0,53,0,9165.0,1,0,1.0
0,61,0,1250.0,0,0,0.0
0,64,0,17583.0,0,0,0.0
0,53,0,12700.0,3,0,1.0
0,60,1,4000.0,1,0,0.0
0,34,1,1200.0,0,0,3.0
0,33,0,2400.0,1,0,1.0
0,52,0,12000.0,2,0,1.0
0,59,0,11109.0,2,0,1.0
0,43,0,4798.0,1,0,1.0
0,58,0,9016.0,2,0,0.0
0,53,0,4116.0,0,0,0.0
0,67,0,10416.0,1,0,0.0
0,53,0,9713.0,0,0,1.0
0,40,0,3500.0,0,0,3.0
0,39,0,5200.0,0,0,2.0
0,58,0,11500.0,2,0,1.0
0,66,0,8000.0,0,0,0.0
1,53,0,1000.0,2,0,1.0
0,48,0,7278.0,3,0,1.0
0,63,0,4500.0,1,0,0.0
0,40,0,2500.0,0,0,2.0
0,76,0,9500.0,1,0,0.0
0,37,0,8212.0,1,0,0.0
0,53,1,1700.0,2,1,0.0
0,55,0,4816.0,2,0,0.0
0,70,1,4833.0,2,0,0.0
0,58,0,6850.0,7,0,2.0
0,55,0,8500.0,1,0,3.0
0,52,3,7187.0,2,0,0.0
0,36,0,5000.0,0,0,1.0
0,51,0,5040.0,1,0,5.0
0,43,0,4503.0,1,0,2.0
0,49,2,4781.0,1,0,3.0
1,42,4,10000.0,2,2,3.0
0,41,0,7000.0,0,0,3.0
0,34,0,5500.0,0,0,0.0
0,30,0,2500.0,0,0,0.0
0,39,0,6000.0,2,0,0.0
0,51,1,9128.0,2,0,0.0
0,40,0,4601.0,1,0,2.0
0,62,0,4600.0,1,0,0.0
0,61,0,4400.0,1,0,0.0
0,70,0,4334.0,0,0,0.0
0,77,0,27350.0,2,0,0.0
0,37,0,5583.0,0,0,0.0
0,35,0,8169.0,0,0,1.0
0,44,0,9447.0,1,0,3.0
0,46,0,7450.0,0,0,1.0
0,50,1,17521.0,2,0,3.0
0,53,0,6783.0,2,0,0.0
0,56,0,16453.0,1,0,3.0
0,43,0,10250.0,2,0,2.0
1,30,1,3600.0,0,0,0.0
0,59,0,4571.0,0,0,0.0
0,45,0,3600.0,1,0,4.0
0,56,0,15975.0,3,0,2.0
0,66,0,15600.0,3,0,0.0
0,29,0,10869.0,0,0,0.0
0,64,0,5000.0,0,0,0.0
0,64,0,2986.0,0,0,1.0
0,60,3,6571.0,1,0,1.0
0,29,0,3000.0,0,0,0.0
0,64,0,4000.0,0,0,0.0
0,40,0,1717.0,0,0,1.0
0,58,0,4300.0,0,0,0.0
0,36,0,6095.0,1,0,1.0
0,63,0,3875.0,2,0,0.0
0,65,0,7500.0,1,0,0.0
0,85,0,2500.0,0,0,0.0
0,43,0,480.0,0,0,0.0
0,69,0,4464.0,1,0,0.0
0,80,0,6000.0,0,1,0.0
0,43,0,5600.0,0,0,0.0
0,63,1,2000.0,0,0,0.0
0,68,0,10500.0,0,0,0.0
0,85,0,5291.0,1,0,0.0
0,55,0,3346.0,1,0,0.0
0,64,0,2078.0,0,0,2.0
0,84,0,4500.0,0,0,0.0
0,32,0,5400.0,0,0,0.0
0,58,0,7833.0,3,0,2.0
0,79,1,4000.0,2,0,0.0
0,68,0,4000.0,1,0,0.0
0,41,0,5700.0,2,0,3.0
1,48,1,3100.0,1,0,2.0
0,72,0,18100.0,4,0,3.0
1,64,0,5623.0,2,0,2.0
0,40,0,5300.0,1,0,2.0
0,33,0,1371.0,1,0,3.0
1,52,0,3000.0,1,0,0.0
0,79,0,5500.0,0,0,0.0
0,72,0,10500.0,1,0,0.0
0,59,5,8750.0,1,1,0.0
0,62,0,5416.0,1,0,0.0
0,56,0,3750.0,0,0,0.0
0,59,0,9636.0,2,0,2.0
0,58,1,4438.0,0,0,1.0
0,54,0,13000.0,3,0,0.0
0,59,2,2500.0,1,0,0.0
0,57,0,5060.0,0,0,0.0
0,81,1,0.0,1,0,0.0
0,51,2,6108.0,1,0,0.0
0,58,0,7083.0,2,0,0.0
0,66,0,2600.0,0,0,0.0
0,43,0,5098.0,1,0,2.0
0,66,0,4466.0,1,0,0.0
0,29,0,7918.0,1,0,0.0
0,40,4,2800.0,0,0,3.0
0,51,0,3465.0,0,0,0.0
0,54,0,17488.0,2,0,0.0
0,94,0,3600.0,0,0,0.0
0,50,1,7125.0,1,0,0.0
0,76,0,3312.0,0,0,0.0
0,72,0,5750.0,2,0,0.0
0,68,0,6000.0,4,0,0.0
0,39,1,10500.0,2,0,0.0
0,46,0,5500.0,0,0,3.0
1,45,0,2250.0,0,1,1.0
0,85,0,4000.0,2,0,0.0
0,34,0,4500.0,1,0,2.0
0,60,0,6025.0,2,0,0.0
0,58,0,19000.0,2,0,0.0
0,40,0,1.0,0,0,2.0
0,66,0,9274.0,1,0,0.0
1,41,1,6581.0,1,1,0.0
0,70,2,4518.0,2,0,0.0
0,39,0,6900.0,4,0,0.0
0,44,0,5800.0,0,0,1.0
0,45,0,7083.0,2,0,1.0
0,55,0,6800.0,2,0,1.0
0,71,0,4166.0,0,0,0.0
0,52,0,2903.0,1,0,4.0
1,41,0,3500.0,0,0,0.0
0,58,0,15500.0,1,0,1.0
0,50,0,12339.0,2,0,1.0
0,22,0,2500.0,0,0,0.0
0,48,3,4365.0,1,1,3.0
0,52,0,1200.0,3,0,0.0
0,51,0,10000.0,2,0,0.0
0,64,0,15433.0,2,0,1.0
0,49,1,6395.0,0,0,0.0
0,39,0,6083.0,1,0,2.0
0,52,0,21050.0,2,0,2.0
0,47,0,10000.0,2,0,2.0
0,54,0,5300.0,0,0,0.0
0,63,0,8833.0,1,0,1.0
0,60,0,12082.0,0,0,2.0
0,52,0,6770.0,0,0,1.0
0,44,0,3257.0,1,0,3.0
0,49,0,7100.0,1,0,0.0
0,67,0,6638.0,1,0,1.0
0,61,1,3694.0,3,0,0.0
0,51,0,11600.0,2,0,3.0
0,48,0,8166.0,2,0,3.0
0,76,0,10500.0,0,0,0.0
0,54,0,5417.0,2,0,1.0
0,46,3,13466.0,4,0,2.0
0,58,0,7766.0,2,0,2.0
0,46,0,0.0,1,0,3.0
0,57,0,2000.0,0,0,0.0
0,28,0,6833.0,0,0,0.0
0,46,0,1500.0,0,0,0.0
0,61,0,6184.0,0,0,0.0
0,60,0,4015.0,2,0,0.0
0,62,0,9140.0,2,0,1.0
0,48,0,5833.0,3,0,2.0
0,47,0,3160.0,1,0,0.0
0,81,0,1558.0,0,0,1.0
0,69,0,6532.0,2,0,0.0
0,52,2,16666.0,4,2,2.0
0,37,0,0.0,1,0,0.0
0,81,0,5250.0,2,0,3.0
0,59,0,7380.0,2,0,0.0
0,68,3,40750.0,9,0,2.0
0,73,4,2937.0,1,0,0.0
1,34,0,2300.0,0,0,0.0
0,59,0,12916.0,1,0,1.0
0,51,0,20700.0,0,0,2.0
0,36,0,2700.0,0,0,0.0
0,40,0,6000.0,0,0,3.0
0,50,0,9399.0,2,0,1.0
0,54,3,13929.0,1,0,0.0
0,63,0,13156.0,1,0,1.0
0,40,0,10262.0,1,0,0.0
0,47,4,8377.0,1,0,1.0
0,66,1,9201.0,4,0,1.0
0,53,0,10000.0,1,0,3.0
1,35,0,2748.0,0,0,0.0
0,69,0,6000.0,0,0,0.0
0,53,0,3650.0,2,0,2.0
0,61,0,4833.0,1,0,0.0
0,58,0,9083.0,1,0,2.0
0,53,0,10600.0,3,0,3.0
0,66,0,9930.0,1,0,0.0
0,49,0,12500.0,3,0,0.0
0,59,0,1200.0,1,0,0.0
0,43,4,7200.0,0,1,0.0
0,29,1,6666.0,1,0,0.0
0,56,0,13050.0,3,0,0.0
0,22,0,1308.0,0,0,0.0
0,55,0,3250.0,0,0,0.0
0,66,0,3698.0,0,0,0.0
0,46,0,5400.0,1,0,2.0
0,34,0,2000.0,1,0,1.0
0,30,0,5000.0,0,0,0.0
0,35,0,7083.0,2,0,0.0
0,62,0,7000.0,1,0,1.0
0,65,0,14166.0,0,0,0.0
0,74,0,6547.0,0,0,0.0
0,56,0,6200.0,0,0,0.0
0,33,0,2000.0,1,0,3.0
0,50,0,2540.0,0,0,1.0
1,33,1,4166.0,0,0,0.0
0,59,0,8500.0,7,0,0.0
0,23,0,820.0,0,0,0.0
0,35,0,3000.0,0,0,2.0
0,80,0,8000.0,0,0,1.0
0,65,0,3040.0,2,0,1.0
0,48,3,7083.0,1,0,1.0
0,61,1,6217.0,3,0,2.0
0,50,5,6734.0,1,1,4.0
0,49,2,4179.0,3,0,3.0
0,64,0,12370.0,5,0,0.0
0,46,1,2083.0,0,0,3.0
0,56,0,5000.0,0,0,0.0
0,57,0,4100.0,1,0,1.0
0,42,2,2000.0,0,0,1.0
0,67,0,12563.0,1,0,1.0
1,34,1,6300.0,1,0,2.0
0,49,0,4200.0,1,0,0.0
0,73,0,6700.0,1,0,0.0
0,41,0,7760.0,2,0,1.0
0,47,0,9700.0,3,0,5.0
0,41,0,8941.0,2,0,0.0
0,41,0,6388.0,0,0,3.0
0,41,0,7500.0,1,0,2.0
0,42,0,2100.0,0,0,0.0
0,61,1,4301.0,1,0,0.0
0,44,0,3789.0,0,0,0.0
0,69,0,8333.0,1,0,0.0
0,53,0,690.0,0,0,0.0
0,26,0,1000.0,0,0,0.0
0,68,0,12016.0,1,0,0.0
0,52,0,5116.0,2,0,2.0
1,58,1,2700.0,1,0,0.0
0,62,1,8333.0,1,0,1.0
0,64,0,9150.0,1,0,0.0
0,62,0,2666.0,0,0,0.0
0,84,2,3500.0,0,0,0.0
0,57,0,13204.0,3,0,0.0
0,77,0,4745.0,1,0,0.0
0,59,0,10500.0,0,0,0.0
0,42,0,12417.0,2,0,2.0
0,59,0,3224.0,0,0,0.0
0,44,0,9600.0,2,0,3.0
0,53,0,3000.0,2,0,0.0
0,42,0,9650.0,4,0,0.0
0,51,0,4363.0,2,0,0.0
0,75,0,11634.0,1,0,0.0
0,30,0,5000.0,1,0,0.0
0,42,0,11657.0,2,0,1.0
0,52,6,4749.0,2,0,3.0
0,89,0,4500.0,0,0,0.0
0,69,0,14166.0,0,0,1.0
0,58,0,3236.0,2,0,0.0
0,59,0,14500.0,1,0,0.0
0,64,0,2500.0,1,0,0.0
0,57,0,0.0,0,0,0.0
0,44,0,5768.0,1,0,0.0
0,55,0,4322.0,1,0,0.0
0,56,0,7647.0,1,0,1.0
1,61,0,10500.0,1,1,0.0
0,39,1,4983.0,1,0,3.0
0,53,0,5000.0,0,0,0.0
0,61,0,11325.0,2,0,0.0
0,58,0,1600.0,1,0,0.0
0,30,0,5793.0,1,0,1.0
0,69,0,7676.0,0,0,0.0
1,49,0,4000.0,0,0,7.0
0,57,0,0.0,0,0,0.0
0,95,0,7249.0,0,0,1.0
0,65,0,4500.0,1,1,0.0
0,55,0,5350.0,2,0,0.0
0,62,0,10166.0,1,0,0.0
0,37,1,6000.0,1,0,3.0
0,31,0,4167.0,1,0,0.0
0,51,0,6083.0,0,0,0.0
0,63,0,8475.0,0,0,0.0
1,45,1,2833.0,0,0,1.0
0,32,0,3800.0,1,0,0.0
0,34,0,8000.0,0,0,0.0
0,38,2,6040.0,2,0,0.0
0,71,0,2958.0,0,0,0.0
0,46,1,2300.0,2,0,2.0
0,44,0,12667.0,1,0,2.0
0,59,1,11150.0,3,0,0.0
1,50,1,6198.0,0,0,0.0
0,37,0,5297.0,1,0,3.0
0,44,0,7500.0,0,0,2.0
0,57,2,10500.0,2,0,0.0
0,63,0,7180.0,0,0,0.0
1,30,0,3083.0,0,0,0.0
0,68,0,6800.0,2,0,0.0
1,33,1,5000.0,2,3,2.0
0,56,0,8249.0,1,0,0.0
0,39,2,7875.0,2,0,3.0
0,66,0,2358.0,2,0,0.0
0,56,0,13066.0,2,0,1.0
0,55,1,8857.0,2,0,0.0
0,34,0,4220.0,1,0,0.0
0,64,0,7283.0,2,0,0.0
0,83,0,2249.0,1,0,0.0
0,52,0,9339.0,1,0,3.0
0,35,0,8500.0,0,0,0.0
0,38,0,2340.0,0,0,0.0
0,47,1,4141.0,1,0,0.0
0,48,0,5292.0,0,0,0.0
0,22,0,200.0,0,0,0.0
0,37,2,3425.0,0,0,3.0
0,51,0,2800.0,0,0,0.0
0,45,1,3200.0,1,0,1.0
0,51,1,7400.0,1,0,1.0
0,67,1,4583.0,2,0,0.0
0,72,0,7000.0,1,0,1.0
0,55,0,4261.0,1,0,3.0
0,67,0,7500.0,2,0,0.0
0,37,0,4500.0,0,1,3.0
0,45,0,15750.0,2,0,2.0
0,59,0,5100.0,0,0,0.0
0,36,0,2393.0,0,0,0.0
0,63,0,13214.0,0,0,1.0
0,31,0,2057.0,0,0,0.0
0,46,0,5500.0,1,0,2.0
0,34,1,2083.0,0,0,0.0
0,78,0,2500.0,1,0,0.0
1,60,4,5000.0,0,0,1.0
0,46,0,7077.0,0,0,3.0
0,26,0,2500.0,0,0,0.0
0,58,0,4512.0,2,0,0.0
1,46,1,4140.0,1,0,1.0
0,87,0,5255.0,4,0,0.0
0,33,0,7733.0,1,0,1.0
0,58,0,2333.0,1,0,2.0
0,49,0,8500.0,1,0,2.0
0,29,0,800.0,0,0,2.0
0,69,1,18275.0,2,0,0.0
0,54,1,8962.0,2,0,1.0
0,49,0,12700.0,1,0,3.0
0,47,0,5000.0,1,1,3.0
0,67,0,3023.0,3,0,2.0
0,57,0,173000.0,2,0,1.0
0,48,0,25000.0,1,0,3.0
0,34,0,6583.0,0,0,0.0
0,62,0,4416.0,3,0,0.0
0,65,0,11500.0,2,0,1.0
0,47,0,6591.0,2,0,0.0
0,57,0,15000.0,1,0,0.0
0,70,0,4166.0,2,0,0.0
1,76,2,1567.0,2,0,0.0
0,59,0,12249.0,2,0,0.0
0,31,3,6670.0,1,0,0.0
0,72,0,8300.0,0,0,0.0
0,67,0,1775.0,0,0,1.0
0,39,0,6300.0,0,0,0.0
0,63,0,6501.0,3,0,0.0
1,64,0,1554.0,0,0,0.0
0,51,0,5900.0,1,0,0.0
0,53,0,6250.0,3,0,0.0
0,39,0,5271.0,2,0,2.0
0,35,1,1900.0,0,0,0.0
0,56,0,6250.0,1,0,2.0
0,48,0,7000.0,1,0,2.0
0,43,0,5690.0,1,0,1.0
0,49,0,3219.0,2,0,2.0
0,50,0,4200.0,1,0,1.0
0,37,0,8960.0,2,0,0.0
0,51,0,5734.0,0,0,1.0
0,60,0,3875.0,1,0,0.0
1,43,1,9383.0,0,0,0.0
0,58,1,4600.0,1,0,0.0
0,39,0,6917.0,1,0,1.0
0,35,0,5833.0,0,0,0.0
0,53,0,5000.0,1,0,3.0
0,63,0,3500.0,2,0,0.0
0,64,0,5000.0,1,0,0.0
0,47,0,10150.0,4,0,2.0
0,41,0,3500.0,1,0,2.0
0,60,0,3200.0,0,0,0.0
0,61,1,21200.0,5,0,1.0
1,33,2,2930.0,0,0,4.0
0,69,0,9000.0,2,0,1.0
0,58,0,3153.0,0,1,0.0
0,49,5,5000.0,2,1,1.0
0,51,0,8021.0,0,0,0.0
0,47,0,4200.0,2,0,2.0
0,52,0,9800.0,1,0,0.0
0,70,4,2600.0,1,0,1.0
0,74,0,10119.0,1,0,0.0
0,44,0,2817.0,1,0,1.0
1,59,3,11390.0,2,1,0.0
0,72,1,21500.0,0,0,1.0
0,34,0,6000.0,0,0,0.0
0,50,0,10750.0,1,0,0.0
0,51,1,960.0,0,0,1.0
0,80,0,6000.0,0,0,1.0
0,70,0,4000.0,1,0,0.0
0,27,0,2247.0,0,0,3.0
0,41,2,7446.0,0,0,0.0
0,72,0,3869.0,1,0,1.0
0,40,2,6714.0,0,1,0.0
0,43,0,5955.0,0,0,2.0
0,34,0,4000.0,0,0,0.0
0,78,0,5168.0,0,0,0.0
0,26,0,0.0,0,0,0.0
0,77,0,10500.0,1,0,0.0
0,53,0,6166.0,0,0,0.0
0,36,1,6535.0,1,0,2.0
0,65,0,14600.0,3,0,0.0
0,31,0,8300.0,2,0,0.0
0,22,0,929.0,0,0,0.0
0,87,0,5000.0,1,0,1.0
0,52,0,13000.0,2,0,1.0
0,30,0,3526.0,1,0,0.0
0,48,0,7173.0,1,0,3.0
0,61,0,18583.0,4,0,0.0
0,62,0,5350.0,2,0,0.0
0,27,0,6100.0,0,0,1.0
0,41,0,10000.0,1,0,1.0
0,54,0,6000.0,0,0,0.0
0,47,0,5416.0,1,0,0.0
1,32,0,3333.0,1,0,1.0
0,47,0,9000.0,2,0,0.0
0,36,0,7125.0,1,0,0.0
0,73,0,5833.0,1,0,0.0
0,70,0,1200.0,0,0,0.0
0,55,0,2500.0,0,0,0.0
0,54,1,8546.0,2,0,1.0
0,60,0,9500.0,0,0,0.0
0,46,0,740.0,2,0,2.0
0,48,0,5334.0,5,0,0.0
0,56,0,8200.0,1,0,0.0
0,32,1,4197.0,0,1,0.0
0,25,0,2083.0,0,0,0.0
0,64,0,13750.0,1,0,0.0
0,52,0,2360.0,1,0,3.0
0,89,2,1797.0,0,1,0.0
0,74,0,0.0,1,0,0.0
0,47,0,8333.0,2,0,0.0
0,60,0,5833.0,1,0,0.0
0,63,0,1267.0,0,0,0.0
0,49,0,15000.0,1,0,0.0
0,64,0,9335.0,1,0,0.0
0,34,0,11500.0,0,0,1.0
0,64,0,6666.0,2,0,1.0
0,56,0,6667.0,2,0,1.0
0,41,0,5000.0,0,0,0.0
0,58,0,3000.0,0,0,0.0
0,48,0,3200.0,2,0,0.0
0,85,0,10167.0,0,0,0.0
0,63,0,9166.0,2,0,0.0
0,85,0,6000.0,0,0,0.0
0,61,0,4666.0,2,0,2.0
0,72,0,10166.0,0,0,0.0
0,33,0,3400.0,0,0,0.0
0,36,0,4140.0,1,0,0.0
0,47,0,13333.0,0,0,2.0
0,52,0,3295.0,0,0,3.0
0,29,0,6000.0,0,0,0.0
0,51,1,8100.0,0,0,0.0
0,35,0,9583.0,0,0,0.0
0,55,0,4761.0,1,0,0.0
0,70,0,1500.0,0,0,0.0
0,60,0,5870.0,0,0,0.0
0,28,2,5200.0,0,0,1.0
1,53,1,9000.0,3,1,1.0
0,71,0,8764.0,1,0,0.0
0,54,0,9000.0,2,0,1.0
0,56,0,4415.0,2,0,0.0
0,47,2,10000.0,2,0,0.0
0,32,0,7697.0,2,0,3.0
0,49,0,12250.0,4,0,0.0
0,31,0,1.0,0,0,3.0
0,22,1,0.0,0,1,0.0
0,29,0,4700.0,2,0,1.0
0,30,4,0.0,0,0,2.0
0,34,1,1.0,0,1,0.0
0,46,0,4800.0,1,0,1.0
0,42,0,4916.0,0,0,0.0
0,39,0,7100.0,0,0,2.0
0,28,0,4500.0,0,0,0.0
0,38,0,4500.0,1,0,0.0
0,68,0,5500.0,1,0,0.0
0,39,0,10039.0,2,0,2.0
0,34,0,10000.0,0,0,1.0
0,50,0,11850.0,0,0,0.0
0,49,0,3250.0,0,0,0.0
0,45,0,3432.0,3,0,0.0
0,87,0,2483.0,1,0,0.0
0,50,0,8945.0,1,0,3.0
0,48,0,6749.0,0,0,4.0
0,50,0,6829.0,1,0,3.0
0,46,0,2972.0,2,0,4.0
0,33,1,6500.0,0,0,0.0
0,73,1,8800.0,2,0,1.0
0,39,1,6000.0,2,0,2.0
0,38,0,8206.0,2,0,2.0
0,32,0,4416.0,0,0,1.0
0,48,1,10000.0,1,0,0.0
0,35,1,2875.0,0,1,0.0
0,70,0,6200.0,2,0,0.0
0,38,1,2497.0,0,1,2.0
0,47,0,3395.0,0,0,0.0
0,28,0,1309.0,0,0,0.0
0,45,0,4700.0,1,0,0.0
0,49,1,2865.0,0,0,0.0
0,50,0,6155.0,2,0,0.0
0,63,0,11300.0,1,0,0.0
0,62,0,6350.0,2,0,0.0
